ID,x0,x1,class
244,19.945034,1.706206,1
245,28.990012,1.895549,1
246,-14.052126,-8.102955,0
247,19.848004,1.855491,1
248,-7.811001,11.043191,0
249,21.017836,1.631885,1
250,9.672151,10.026753,0
251,19.072237,20.869793,1
252,4.840771,21.055342,0
253,6.532878,6.214089,0
254,27.674357,1.847583,1
255,17.386382,23.569647,1
256,6.861218,22.640246,0
257,2.899774,19.492144,0
258,5.849717,21.877601,0
259,6.316215,-0.574659,0
260,-12.68824,-6.071646,0
261,13.635853,20.724998,1
262,26.690021,22.269142,1
263,20.162989,1.56069,1
264,-14.862096,-10.477937,0
265,18.252752,19.778863,1
266,14.160156,1.147215,1
267,-2.533301,15.213878,0
268,-4.550956,-9.563694,0
269,15.005082,21.909536,1
270,5.460189,1.197258,1
271,-16.149839,-9.820463,0
272,27.161581,17.579735,1
273,-6.632063,-1.897405,0
274,-3.350516,14.714547,0
275,-12.342539,-4.318642,0
276,28.598224,1.608198,1
277,-17.100632,-0.518945,1
278,-7.334804,11.406976,0
279,-9.376515,-6.913656,0
280,-9.436163,9.517878,0
281,22.634258,1.29137,1
282,-7.449009,11.150329,0
283,11.653448,19.222214,1
284,37.224979,2.027513,1
285,2.505668,4.272679,0
286,7.72893,23.607642,0
287,22.845314,17.962675,1
288,3.447392,1.333462,1
289,5.797097,9.369808,0
290,22.841745,18.972663,1
291,19.596158,33.047062,0
292,2.622395,7.167251,0
293,2.187801,0.656151,1
294,-2.213163,15.754889,0
295,5.136243,3.78005,0
296,15.60911,30.2238,0
297,30.0323,2.305322,1
298,2.06519,3.29134,0
299,10.45639,25.636177,0
300,12.326557,1.09238,1
301,13.367719,17.866675,1
302,1.800821,18.873959,1
303,0.893048,0.966382,1
304,18.941225,20.083011,1
305,-3.95062,0.454702,1
306,27.557892,11.32087,1
307,-4.577468,-11.644552,0
308,15.973879,1.647977,1
309,2.054702,18.646751,0
310,13.521472,16.29818,1
311,5.224228,4.566056,0
312,-15.515629,-0.471989,1
313,22.404033,15.75621,1
314,-13.684475,6.442041,0
315,1.080022,3.765919,0
316,6.35813,1.215964,1
317,10.924956,0.999066,1
318,10.433823,0.921853,1
319,24.930674,1.955043,1
320,10.700516,18.167902,1
321,-1.450545,15.811749,0
322,12.826445,15.34981,1
323,-10.546392,-6.051736,0
324,11.446611,26.475948,0
325,24.7969,14.347326,1
326,16.005921,1.308661,1
327,10.225418,25.711097,0
328,24.873843,19.646324,1
329,5.707364,11.235024,0
330,-7.64179,10.99691,0
331,10.058029,25.170732,0
332,-10.04208,9.40669,0
333,-0.155943,1.281289,0
334,5.842033,1.181325,1
335,15.64362,13.472749,0
336,26.44003,2.054192,1
337,12.112047,1.246492,1
338,-4.315585,14.098409,0
339,16.719067,18.383427,1
340,22.027844,1.51613,1
341,-4.239257,14.421272,0
342,12.34243,0.946179,1
343,7.866477,0.828338,1
344,-6.222948,12.37229,0
345,16.679412,16.333515,1
346,11.313642,19.577965,1
347,31.516269,11.63065,1
348,-1.674195,16.043375,0
349,32.159519,14.186928,1
350,7.76591,23.317017,0
351,1.818118,18.794417,0
352,13.968784,1.686472,1
353,11.88259,24.747914,1
354,7.181067,22.714864,1
355,9.345909,14.780658,0
356,-7.501767,11.066265,0
357,0.956374,18.148037,0
358,27.44388,1.759471,1
359,1.686697,0.402485,1
360,8.667905,1.443341,0
361,12.959531,9.663017,0
362,13.506239,8.928935,0
363,6.155654,20.423456,1
364,10.39523,25.537146,0
365,5.327971,0.938728,1
366,19.317979,22.479774,1
367,12.743815,17.182185,1
368,18.503328,1.707912,1
369,21.057342,18.971079,1
370,-3.722514,-6.792298,0
371,14.019772,0.886442,1
372,22.338866,20.931989,1
373,15.941832,30.431888,0
374,17.055619,18.794066,0
375,23.403974,1.720875,1
376,24.984353,18.038298,1
377,8.465414,2.151215,0
378,-12.289924,-13.095682,0
379,11.996792,17.409657,1
380,-4.0148,13.780027,0
381,6.500934,22.438613,0
382,18.941216,17.044349,1
383,-6.693271,11.921935,0
384,3.896019,-1.844947,0
385,-4.44092,13.929359,0
386,-2.224722,-3.24881,0
387,-12.114577,7.36544,0
388,8.729188,23.38301,1
389,27.355083,20.553175,1
390,-3.331284,-3.750753,0
391,15.201657,1.359862,1
392,8.873435,24.62735,0
393,17.96501,21.808054,1
394,7.867617,23.715057,0
395,-8.798593,-3.231902,0
396,37.306836,2.559526,1
397,12.372738,18.798368,1
398,9.806007,8.828407,0
399,-5.401781,13.087776,0
400,25.490411,17.79636,1
401,6.752943,22.898104,0
402,1.071167,18.265479,0
403,24.133979,15.731222,1
404,-6.217424,11.860797,0
405,30.289831,14.63692,1
406,10.273716,12.264001,0
407,12.632685,27.162401,0
408,9.784427,1.215678,1
409,22.737992,13.43559,1
410,-2.890374,14.984301,0
411,5.451193,12.128013,0
412,-11.137521,8.531856,0
413,1.504358,-1.360701,0
414,30.223037,41.601355,0
415,10.730445,17.870275,0
416,18.911192,1.576835,1
417,11.622887,19.624731,1
418,31.681764,2.306478,1
419,-3.496552,0.990587,1
420,3.442907,9.709314,0
421,31.384244,18.035683,1
422,28.308488,2.006646,1
423,0.746169,2.831601,0
424,24.139381,21.321208,0
425,2.28562,18.996403,0
426,11.191498,21.208583,1
427,-4.971865,13.376371,0
428,28.402287,13.255031,1
429,0.28594,-0.458276,0
430,6.677001,22.839104,0
431,32.831449,2.197053,0
432,-6.387846,12.111449,0
433,21.225741,16.223282,1
434,15.654099,22.804349,1
435,9.538831,1.10932,1
436,-12.466736,7.274806,0
437,-2.759717,14.997911,0
438,16.797376,18.87921,0
439,6.225441,16.951622,1
440,25.061854,18.165314,1
441,17.789835,25.493389,1
442,11.772419,1.388745,1
443,40.576528,2.202434,1
444,24.673426,16.683272,1
445,-2.643517,-9.667853,0
446,10.70289,27.530049,1
447,11.641407,26.694289,0
448,9.714966,6.388979,0
449,2.382585,19.170305,0
450,-8.287141,-13.369354,0
451,2.793284,7.855451,0
452,9.077222,24.418436,0
453,17.295798,30.684668,0
454,17.718037,20.340218,1
455,-1.26327,3.114634,0
456,5.614937,-0.677076,0
457,-1.630627,1.77496,0
458,7.861558,2.764945,0
459,-5.378782,-7.088505,0
460,0.664626,17.676886,0
461,14.603489,1.317616,1
462,-2.047866,6.584259,0
463,5.410349,21.310356,0
464,21.490352,16.043114,1
465,7.303339,1.294777,1
466,-12.533658,7.167326,0
467,-0.801852,0.923058,1
468,14.778795,29.302403,0
469,17.388382,20.070738,1
470,-1.848212,15.691494,0
471,33.352424,1.823328,1
472,-2.493559,-0.931619,0
473,30.835767,12.548475,1
474,11.803324,26.758529,0
475,12.503505,1.638636,1
476,-6.52311,-6.112441,0
477,-13.986685,6.109499,0
478,11.528251,18.31341,1
479,16.158908,20.019539,1
480,20.488002,18.572961,1
481,21.709712,1.6046,1
482,6.894338,5.918025,0
483,20.890065,18.070978,1
484,22.499293,1.901859,1
485,-1.256194,16.245381,0
486,26.35267,16.645604,1
487,-8.35779,-6.735483,0
488,-5.615039,-5.360617,0
489,2.675189,0.702383,1
490,5.956906,21.861674,0
491,15.111429,19.396587,1
492,-2.471938,15.060234,0
493,-2.342321,15.334667,0
494,24.495288,21.095696,1
495,21.123116,20.665528,1
496,19.078005,17.947991,1
497,26.279965,17.68402,1
498,-2.271725,0.638303,0
499,16.691082,20.754606,1
500,20.738876,1.973572,1
501,7.084372,23.103343,0
502,17.386395,1.797528,1
503,0.770705,18.732496,1
504,23.665154,15.537308,1
505,5.826057,10.872425,0
506,6.19263,20.400794,1
507,17.89368,22.637057,1
508,28.031419,1.754624,1
509,11.751937,20.639884,1
510,-2.515028,15.190874,0
511,-6.770457,11.637044,0
512,-4.49055,1.853763,0
513,23.009163,1.487434,1
514,33.961136,1.893633,1
515,35.640176,2.340883,1
516,6.731387,0.964773,1
517,18.267568,19.388036,1
518,0.854461,18.008452,0
519,33.188943,15.820511,1
520,5.496741,0.543054,1
521,2.690337,19.264964,0
522,25.373512,12.692928,1
523,-3.249842,14.629075,0
524,-9.528842,-3.449822,0
525,-3.454238,14.394357,0
526,33.117605,12.185835,1
527,35.713225,2.463697,1
528,33.960388,2.240257,1
529,25.243922,20.674062,1
530,32.035473,2.309295,1
531,24.728826,1.380959,1
532,29.749505,16.977953,1
533,27.707244,17.929129,1
534,2.865567,19.768617,0
535,28.744188,21.507065,1
536,2.882597,19.508061,0
537,10.795417,4.291843,0
538,9.803624,25.367965,0
539,8.696169,-2.639679,0
540,29.49029,2.000335,1
541,9.421261,25.042804,0
542,4.199304,23.487705,1
543,30.773224,2.194808,1
544,29.424194,1.542325,1
545,7.601372,0.566299,1
546,-2.274293,-0.496534,0
547,-7.362197,11.291896,1
548,-4.141491,13.960083,0
549,4.172617,20.82508,0
550,4.862493,18.708986,1
551,12.935792,1.08365,1
552,13.932388,1.401554,1
553,21.8987,18.035278,1
554,12.044785,20.410588,1
555,5.784166,22.139018,0
556,36.443489,14.667333,1
557,-6.033543,12.701751,0
558,12.374374,27.118449,0
559,-2.623849,0.240795,1
560,20.33586,17.321171,1
561,34.555631,2.017209,1
562,23.51736,17.439977,1
563,1.784444,-0.405473,0
564,12.003626,16.35969,1
565,-17.868672,2.752678,0
566,0.37801,17.731861,0
567,6.674812,16.65567,1
568,18.105093,14.559321,1
569,16.13716,1.222127,1
570,30.187738,2.024911,1
571,27.39483,15.83867,1
572,-2.355445,-5.137897,0
573,-6.598672,-6.525116,0
574,1.379717,-2.756929,0
575,0.475328,-1.55528,0
576,6.184714,9.609005,0
577,12.98633,27.722489,0
578,-9.491813,-8.993356,0
579,20.255556,1.769972,1
580,17.481378,19.612255,1
581,16.383126,12.740926,0
582,17.622629,20.271885,1
583,11.189518,26.272651,0
584,24.42206,20.195728,1
585,-2.375891,-1.151061,0
586,23.036021,36.155725,0
587,20.298624,1.814724,1
588,32.848782,1.717119,1
589,24.687588,2.123115,1
590,5.152575,9.554309,0
591,44.168845,2.522346,1
592,29.959282,2.191635,1
593,30.641666,20.641672,1
594,22.711091,20.223598,1
595,0.136654,17.330458,0
596,-1.26723,2.476028,0
597,21.67872,1.644197,1
598,-15.856921,4.443812,0
599,8.435255,7.878785,0
600,28.056336,2.182299,1
601,21.949945,1.762295,1
602,12.580773,27.451546,0
603,7.037663,4.053947,0
604,4.631493,6.824437,0
605,27.902119,19.318645,1
606,-1.461975,-1.668814,0
607,15.472861,20.165946,1
608,0.989176,1.841741,0
609,19.163342,1.480521,1
610,14.479726,16.625201,1
611,-1.58018,2.131337,0
612,-15.747367,4.955406,0
613,0.804838,1.091831,0
614,-1.74067,16.316972,0
615,9.951483,14.788838,1
616,8.88259,5.307274,0
617,14.779559,19.1733,1
618,1.687998,5.730676,0
619,15.443872,20.037584,1
620,2.286213,1.991145,0
621,26.458961,14.316243,1
622,5.693439,9.451644,0
623,17.728559,1.560735,1
624,-7.66473,11.279257,0
625,-6.68137,0.377204,0
626,22.91222,18.246421,1
627,13.777878,1.73907,1
628,5.256503,0.893231,1
629,41.406983,2.213789,1
630,6.71831,0.597485,1
631,-4.267587,13.943529,0
632,11.769095,7.795521,0
633,8.853085,12.464888,0
634,-3.499132,14.450254,0
635,7.226895,4.953297,0
636,-6.828206,11.583459,0
637,24.109935,16.578557,1
638,-3.098717,-6.729082,0
639,8.45573,24.188678,0
640,-1.991675,15.743496,0
641,9.819117,21.239883,1
642,21.489614,18.740606,1
643,11.546007,20.837163,1
644,6.474314,22.530981,0
645,11.845889,21.067664,1
646,17.740302,17.444477,1
647,10.163961,17.986012,1
648,20.137988,20.675967,1
649,12.448642,27.174172,0
650,-10.255043,-4.941146,0
651,-8.269609,10.942819,0
652,15.714225,1.51501,1
653,-7.342957,-9.199168,0
654,-7.077758,-3.956567,0
655,-8.229951,10.685584,0
656,10.183013,23.899349,1
657,-4.140224,-3.123915,0
658,6.106097,-2.333992,0
659,-3.693048,-11.507776,0
660,7.04216,22.909927,0
661,5.324766,21.638515,0
662,18.691346,32.094296,0
663,7.134087,23.059329,0
664,-2.69446,2.591636,0
665,4.27506,2.768145,0
666,-3.181996,-1.325835,0
667,-5.984943,-9.377331,0
668,19.352233,32.594895,0
669,12.263644,21.248836,1
670,22.19245,17.866035,1
671,21.011413,1.422756,1
672,-4.403072,-7.95165,0
673,10.785798,21.855453,1
674,14.534587,28.724265,0
675,24.499497,1.656264,1
676,36.719977,2.221774,1
677,15.970336,15.215988,1
678,-3.286965,14.721185,0
679,4.177028,2.817228,0
680,20.270077,1.626908,1
681,19.321807,1.406509,1
682,12.373898,1.02363,1
683,21.923095,19.523378,1
684,-4.436135,-2.374062,0
685,2.293236,0.533527,1
686,3.554083,19.836401,0
687,23.18655,0.924729,1
688,-3.527077,14.557661,1
689,8.28585,24.12378,0
690,9.351202,10.112788,0
691,-1.565821,15.868344,0
692,-9.045642,10.054703,0
693,6.051732,22.271826,0
694,17.434117,1.735244,1
695,9.682349,24.888026,0
696,6.586966,22.657923,0
697,7.597861,23.479801,0
698,-7.111929,-9.206746,0
699,29.541301,14.956526,1
700,8.840754,24.090913,0
701,15.372649,1.130052,1
702,16.313738,1.642494,1
703,6.682923,22.361435,0
704,12.959987,27.716924,0
705,7.949988,24.042449,0
706,3.200844,19.970651,0
707,20.438119,15.162655,1
708,3.273291,-2.998999,0
709,3.562033,18.993798,1
710,0.700669,7.5589,0
711,2.308329,3.907146,0
712,9.938801,4.919455,0
713,8.010846,23.5436,0
714,-5.411414,-8.45982,0
715,1.923501,2.39876,0
716,18.01364,1.714334,1
717,-5.689163,12.586308,0
718,-7.476361,0.711223,1
719,16.548542,17.735343,1
720,2.618186,0.43646,1
721,27.716466,16.689489,1
722,5.337388,1.142734,1
723,23.150823,19.482723,1
724,25.658763,15.202076,1
725,8.378266,1.007828,1
726,15.111076,1.487894,1
727,4.209922,0.654307,0
728,-10.309548,8.898114,0
729,21.567329,18.761821,1
730,-10.525427,8.882577,0
731,-11.657599,8.487097,0
732,41.850699,16.273811,1
733,-6.631679,-5.632678,0
734,10.413159,25.443537,0
735,-1.436266,16.107097,0
736,9.75685,25.118316,0
737,15.791197,17.227996,1
738,11.108553,21.380989,1
739,20.210904,17.226482,1
740,13.637362,11.324718,0
741,14.581352,20.408624,1
742,-1.542175,-0.63852,0
743,19.78759,18.096044,1
744,-7.677101,11.1651,0
745,7.708584,23.506943,0
746,9.640498,24.841594,1
747,20.036787,18.836155,1
748,6.465762,22.538823,0
749,6.413043,22.551336,0
750,-5.733034,-3.219681,0
751,15.161848,1.238965,1
752,-14.853001,-10.360692,0
753,21.327867,19.652164,0
754,-4.128987,-4.203177,0
755,34.406513,2.203144,1
756,8.001824,4.730087,0
757,3.089702,20.018829,0
758,24.257025,18.293659,1
759,17.021687,17.211413,1
760,22.473476,17.089326,1
761,19.387302,1.78178,1
762,25.651215,16.786713,0
763,3.297499,8.21404,0
764,9.403707,0.932763,1
765,20.443283,33.64366,0
766,6.324741,22.352865,0
767,24.409119,18.948872,1
768,28.157882,1.79219,1
769,11.439188,11.666328,0
770,9.742098,7.365469,0
771,8.357688,24.173438,0
772,9.238018,18.085584,1
773,8.29995,7.112586,0
774,15.220341,11.737198,0
775,21.541539,34.679012,0
776,12.201367,27.07829,0
777,-2.121047,-0.734882,0
778,10.205354,25.209374,0
779,22.724544,17.830764,1
780,3.381315,20.007808,0
781,19.876223,1.472301,1
782,16.952822,18.952434,0
783,-0.973687,0.616263,1
784,16.7692,17.973997,1
785,9.33993,9.878672,0
786,18.186884,20.548789,1
787,16.827944,30.792789,0
788,7.182492,20.079771,1
789,34.171931,2.173375,1
790,-26.228522,-3.707155,0
791,9.423701,8.789742,0
792,12.653421,1.160043,1
793,-7.634538,11.329414,0
794,3.423649,3.044692,0
795,-0.658892,-1.70626,0
796,3.962972,0.994765,1
797,1.165751,-4.735624,0
798,14.28192,16.979695,1
799,3.473802,1.533362,0
800,-6.198717,12.286837,0
801,-9.430668,-16.153,0
802,12.383553,1.194594,1
803,14.349329,1.189274,1
804,-7.055038,-6.847448,0
805,16.008869,18.568558,1
806,13.167208,27.64788,0
807,0.350149,17.650539,0
808,13.345415,1.427482,1
809,-5.664559,-5.281394,0
810,18.70265,14.300614,1
811,9.761904,25.333756,0
812,32.319221,2.371512,1
813,-7.213996,-3.453228,0
814,18.355041,1.132179,1
815,2.166915,-3.076138,0
816,-7.554242,11.078142,0
817,-7.647973,-5.858893,0
818,10.837685,1.6522,1
819,18.7919,20.658416,1
820,-1.216739,-1.234331,0
821,11.411331,13.659512,0
822,14.410068,23.761765,1
823,-5.241545,-6.590364,0
824,30.322033,22.822283,1
825,9.463076,1.152749,1
826,-1.864726,1.395347,0
827,-4.151006,0.414516,1
828,10.477876,1.07624,1
829,1.063793,-3.643155,0
830,-4.157667,13.938676,0
831,-0.044524,-3.783405,0
832,11.714515,12.065661,0
833,19.645454,14.218061,1
834,11.895078,27.052666,0
835,-13.59534,6.573658,0
836,17.400396,1.826718,1
837,2.39325,19.094529,0
838,21.829868,20.582629,1
839,7.054882,23.16779,0
840,15.167018,14.460905,0
841,20.949989,1.680032,1
842,1.119896,1.076264,1
843,-7.148424,11.332428,0
844,12.084122,11.382577,0
845,24.925134,1.939585,1
846,18.720897,1.605918,1
847,31.964922,2.49095,1
848,25.630461,14.512182,1
849,15.850607,11.327064,0
850,3.850684,-2.351594,0
851,-7.346134,11.177409,0
852,-0.205698,17.319351,0
853,-4.994612,-6.098399,0
854,13.090677,27.749721,0
855,-4.439367,13.690956,0
856,2.509161,19.178758,0
857,12.838718,27.842375,0
858,19.214454,17.388719,1
859,11.946289,6.919946,0
860,-9.170547,-0.409906,0
861,5.432689,4.374889,0
862,27.210801,15.853771,1
863,8.923588,24.765335,0
864,7.943963,23.662894,0
865,9.477279,1.7188,1
866,22.312904,15.900293,1
867,15.810624,13.009516,0
868,25.870964,2.452515,1
869,19.645819,19.509118,1
870,7.512141,23.332714,0
871,0.869647,-7.822774,0
872,22.745782,1.551655,1
873,6.157126,9.545719,0
874,7.870291,10.12407,0
875,16.724189,1.469516,1
876,42.271402,2.603645,1
877,9.520467,24.82745,0
878,-1.903291,-0.982569,0
879,8.876055,11.610726,0
880,-5.193682,-6.754898,0
881,24.844088,1.469887,1
882,8.314955,10.020462,0
883,16.878222,1.202415,1
884,16.472111,1.848517,1
885,-6.512151,-5.287626,0
886,16.118841,1.562987,1
887,12.744455,10.422679,0
888,11.917778,0.740806,1
889,5.876476,1.022266,1
890,39.102904,2.308455,1
891,31.428508,1.623576,1
892,14.554531,16.979369,1
893,-1.405341,-7.597099,0
894,19.546237,20.928577,1
895,-3.697551,14.263627,0
896,22.469299,1.253434,1
897,-1.807103,-6.797041,0
898,19.758695,1.665823,1
899,22.418974,1.314452,1
900,18.897243,19.694093,1
901,-2.374625,15.391116,0
902,-11.406652,-7.000291,0
903,16.3666,1.173878,1
904,-11.237669,-10.579341,0
905,6.540428,6.394213,0
906,-0.08842,17.029274,0
907,9.413059,3.737975,0
908,13.675405,28.544372,0
909,-6.189942,12.167161,0
910,10.367775,8.737565,0
911,33.320459,2.006013,1
912,-14.161243,6.030881,0
913,9.987651,25.329757,0
914,7.635762,19.027644,1
915,13.821404,13.052332,0
916,-8.425199,10.361755,0
917,7.995524,17.59135,1
918,24.865605,19.901619,1
919,11.11619,18.894223,1
920,-7.435413,11.122704,0
921,1.331736,0.715602,1
922,7.147225,5.856903,0
923,16.803551,18.29001,1
924,-3.285609,-3.810681,0
925,26.768413,1.859567,1
926,-7.154461,0.142754,1
927,-13.481949,-13.854471,0
928,3.032677,1.181695,1
929,4.291302,20.793557,0
930,5.843748,21.942765,0
931,-0.652358,16.677928,0
932,23.207497,2.286119,1
933,8.227925,9.01296,0
934,12.062731,20.372532,1
935,25.373341,1.866404,1
936,-9.688816,9.341081,0
937,2.686809,1.357154,0
938,-0.18922,16.935977,0
939,8.140669,23.841562,0
940,32.187996,2.213597,1
941,31.249614,2.176418,1
942,4.157198,8.079165,0
943,33.115816,16.097263,1
944,20.610913,2.049272,1
945,28.492775,17.980087,1
946,39.892522,2.285469,1
947,27.07621,16.986862,1
948,32.843295,1.983578,1
949,9.973742,24.127624,1
950,-8.786805,10.325139,0
951,8.553977,1.189875,1
952,-1.494566,6.269517,0
953,15.003643,22.15081,1
954,-7.071302,11.28118,0
955,-0.125872,2.887145,0
956,-8.208105,-4.268077,0
957,17.123654,18.227482,1
958,15.020733,1.159806,1
959,24.75958,2.075478,1
960,15.387144,30.069877,0
961,6.435826,22.551675,0
962,-2.628774,-1.440046,0
963,-4.069644,-3.487146,0
964,3.481389,0.864257,1
965,-5.336747,-4.545649,0
966,18.948166,1.552567,1
967,6.41551,22.406,0
968,15.740837,21.934603,1
969,10.846072,19.719807,1
970,2.137784,21.241031,1
971,34.370869,13.790163,1
